ObjectType,LookInfoKey,ObjectName,IsVariation,BaseObejctName,VariationFrom,Desc,Mesh,Material,Animset,PhysicAsset,ActionObject,PartsMesh_1,PartsMesh_2,PartsMesh_3,ParticleSystem
NP,EFDLChar_NP_LVJM_00.NP_LVJM_00,NP_LVJM_00,False,NP_LVJM_00,NP_LVJM_00,젬,NP_LGBS_00.Mesh.NP_LPTG_00_sk,NP_LVJM_00.Mat.Beta_mat,,,,,,,
NP,EFDLChar_NP_LVLM_00.NP_LVLM_00,NP_LVLM_00,False,NP_LVLM_00,NP_LVLM_00,리마,NP_LVLM_00.Mesh.NP_LVLM_00_SK,,NP_LVLM_00.Ani.NP_LVLM_00_Ani,NP_LVLM_00.Ani.NP_LVLM_00_Physics,,,,,
NP,EFDLChar_NP_LVMC_00.NP_LVMC_00,NP_LVMC_00,False,NP_LVMC_00,NP_LVMC_00,미라코,NP_LVMC_00.Mesh.NP_LVMC_00_sk,,NP_LVMC_00.Ani.NP_LVMC_00_Ani,NP_LVMC_00.Ani.NP_LVMC_00_Physics,,,,,
NP,EFDLChar_NP_MVGR_00.NP_MVGR_00,NP_MVGR_00,False,NP_MVGR_00,NP_MVGR_00,가디언 루,NP_MVGR_00.Mesh.NP_MVGR_00_SK,,,,,,,,
NP,EFDLChar_NP_MVHA_00.NP_MVHA_00,NP_MVHA_00,False,NP_MVHA_00,NP_MVHA_00,기녀,NP_MVHA_00.Mesh.NP_MVHA_00_SK,,NP_MVHA_00.Ani.NP_MVHA_00_Ani,NP_MVHA_00.Ani.NP_MVHA_00_Physics,,,,,
NP,EFDLChar_NP_MVHA_00-1.NP_MVHA_00-1,NP_MVHA_00-1,True,NP_MVHA_00,NP_MVHA_00,항아,NP_MVHA_00-1.Mesh.NP_MVHA_00-1_SK,,NP_MVHA_00-1.Ani.NP_MVHA_00-1_Ani,NP_MVHA_00-1.Ani.NP_MVHA_00-1_Physics,,,,,
NP_MVHA,EFDLChar_NP_MVHA_00_FGT.NP_MVHA_00_FGT,NP_MVHA_00_FGT,True,NP_MVHA_00_00,NP_MVHA_00_FGT,기녀 FGT,NP_MVHA_00.Mesh.NP_MVHA_00_SK,,NP_MVHA_00.Ani.NP_MVHA_00_Ani_FGT,NP_MVHA_00.Ani.NP_MVHA_00_Physics,,,,,
NP,EFDLChar_NP_MVHE_00.NP_MVHE_00,NP_MVHE_00,False,NP_MVHE_00,NP_MVHE_00,홍이,NP_MVHE_00.Mesh.NP_MVHE_00_SK,,NP_MVHE_00.Ani.NP_MVHE_00_Ani,NP_MVHE_00.Ani.NP_MVHE_00_Physics,,,,,
NP,EFDLChar_NP_MVMW_00.NP_MVMW_00,NP_MVMW_00,False,NP_MVMW_00,NP_MVMW_00,월향도사,NP_MVMW_00.Mesh.NP_MVMW_00_SK,,NP_MVMW_00.Ani.NP_MVMW_00_Ani,NP_MVMW_00.Ani.NP_MVMW_00_Physics,,,,,
NP,EFDLChar_NP_MVSM_00.NP_MVSM_00,NP_MVSM_00,False,NP_MVSM_00,NP_MVSM_00,비단고치월향도사,NP_MVSM_00.NP_MVSM_00_SK,,NP_MVSM_00.Ani.NP_MVSM_00_Ani,NP_MVSM_00.Ani.NP_MVSM_00_Physics,,,,,
NP,EFDLChar_NP_MVSW_00.NP_MVSW_00,NP_MVSW_00,False,NP_MVSW_00,NP_MVSW_00,수령도사,NP_MVSW_00.Mesh.NP_MVSW_00_SK,,NP_MVSW_00.Ani.NP_MVSW_00_Ani,NP_MVSW_00.Ani.NP_MVSW_00_Physics,,NP_MVSW_00.Mesh.WP_NP_MVSW_00_SK,,,FX_CM_02.LensFlare.Par_C_LensFlare_04
NP,EFDLChar_NP_MVTW_00.NP_MVTW_00,NP_MVTW_00,False,NP_MVTW_00,NP_MVTW_00,타우,NP_MVTW_00.Mesh.NP_MVTW_00_SK,,NP_MVTW_00.Ani.NP_MVTW_00_Ani,NP_MVTW_00.Ani.NP_MVTW_00_Physics,,,,,
NP,EFDLChar_NP_MVTW_00-1.NP_MVTW_00-1,NP_MVTW_00-1,True,NP_MVTW_00,NP_MVTW_00,타우-4 죽림사수련생,NP_MVTW_00.Mesh.NP_MVTW_00_SK,NP_MVTW_00-1.Mat.NP_MVTW_00-1_MI,NP_MVTW_00.Ani.NP_MVTW_00_Ani,NP_MVTW_00.Ani.NP_MVTW_00_Physics,,,,,
NP,EFDLChar_NP_MVTW_00-1_FGT.NP_MVTW_00-1_FGT,NP_MVTW_00-1_FGT,True,NP_MVTW_00,NP_MVTW_00,사랑에 빠진 적가문 수련생_00,NP_MVTW_00.Mesh.NP_MVTW_00_SK,NP_MVTW_00-1.Mat.NP_MVTW_00-1_MI,NP_MVTW_00.Ani.NP_MVTW_00_Ani,NP_MVTW_00.Ani.NP_MVTW_00_Physics,,,,,FX_BS_03.State.Par_G_StateLove_001
NP,EFDLChar_NP_MVTW_00-2.NP_MVTW_00-2,NP_MVTW_00-2,True,NP_MVTW_00,NP_MVTW_00,타우-7 마기에휩싸인 건장한 적가문수련생,NP_MVTW_00.Mesh.NP_MVTW_00_SK,NP_MVTW_00-2.Mat.NP_MVTW_00-2_MI,NP_MVTW_00.Ani.NP_MVTW_00_Ani,NP_MVTW_00.Ani.NP_MVTW_00_Physics,,,,,FX_CM_00.Aura.Par_MP_EvilAura_01
NP,EFDLChar_NP_MVTW_00-3.NP_MVTW_00-3,NP_MVTW_00-3,True,NP_MVTW_00,NP_MVTW_00,타우10 건장한 연가문수련사범,NP_MVTW_00.Mesh.NP_MVTW_00_SK,NP_MVTW_00-3.Mat.NP_MVTW_00-3_MI,NP_MVTW_00.Ani.NP_MVTW_00_Ani,NP_MVTW_00.Ani.NP_MVTW_00_Physics,,,,,
NP,EFDLChar_NP_MVTW_01.NP_MVTW_01,NP_MVTW_01,True,NP_MVTW_00,NP_MVTW_01,타우-1 건장한적가문수련생,NP_MVTW_00.Mesh.NP_MVTW_00_SK,NP_MVTW_01.Mat.NP_MVTW_01_MI,NP_MVTW_01.Ani.NP_MVTW_01_Ani,NP_MVTW_00.Ani.NP_MVTW_00_Physics,,WP_NP_MVTW_01.Mesh.WP_NP_MVTW_01_SK,,,
NP,EFDLChar_NP_MVTW_01-1.NP_MVTW_01-1,NP_MVTW_01-1,True,NP_MVTW_00,NP_MVTW_01,타우-5 마기휩싸인 건장한적가문수련생,NP_MVTW_00.Mesh.NP_MVTW_00_SK,NP_MVTW_01-1.Mat.NP_MVTW_01-1_MI,NP_MVTW_01.Ani.NP_MVTW_01_Ani,NP_MVTW_00.Ani.NP_MVTW_00_Physics,,WP_NP_MVTW_01.Mesh.WP_NP_MVTW_01_SK,,,FX_CM_00.Aura.Par_MP_EvilAura_01
NP,EFDLChar_NP_MVTW_01-2.NP_MVTW_01-2,NP_MVTW_01-2,True,NP_MVTW_00,NP_MVTW_01,타우8 건장한연가문수련생,NP_MVTW_00.Mesh.NP_MVTW_00_SK,NP_MVTW_01-2.Mat.NP_MVTW_01-2_MI,NP_MVTW_01.Ani.NP_MVTW_01_Ani,NP_MVTW_00.Ani.NP_MVTW_00_Physics,,WP_NP_MVTW_01.Mesh.WP_NP_MVTW_01_SK,,,
NP,EFDLChar_NP_MVTW_01-2_FGT.NP_MVTW_01-2_FGT,NP_MVTW_01-2_FGT,True,NP_MVTW_00,NP_MVTW_01,사랑에 빠진 적가문 수련생_01,NP_MVTW_00.Mesh.NP_MVTW_00_SK,NP_MVTW_01-2.Mat.NP_MVTW_01-2_MI,NP_MVTW_01.Ani.NP_MVTW_01_Ani,NP_MVTW_00.Ani.NP_MVTW_00_Physics,,WP_NP_MVTW_01.Mesh.WP_NP_MVTW_01_SK,,,FX_BS_03.State.Par_G_StateLove_001
NP,EFDLChar_NP_MVTW_02.NP_MVTW_02,NP_MVTW_02,True,NP_MVTW_00,NP_MVTW_02,타우-2 건장한적가문수련생,NP_MVTW_00.Mesh.NP_MVTW_00_SK,NP_MVTW_02.Mat.NP_MVTW_02_MI,NP_MVTW_02.Ani.NP_MVTW_02_Ani,NP_MVTW_00.Ani.NP_MVTW_00_Physics,,WP_NP_MVTW_02.Mesh.WP_NP_MVTW_02_SK,,,
NP,EFDLChar_NP_MVTW_02-1.NP_MVTW_02-1,NP_MVTW_02-1,True,NP_MVTW_00,NP_MVTW_02,타우-6 마기휩싸인 건장한적가문수련생,NP_MVTW_00.Mesh.NP_MVTW_00_SK,NP_MVTW_02-1.Mat.NP_MVTW_02-1_MI,NP_MVTW_02.Ani.NP_MVTW_02_Ani,NP_MVTW_00.Ani.NP_MVTW_00_Physics,,WP_NP_MVTW_02.Mesh.WP_NP_MVTW_02_SK,,,FX_CM_00.Aura.Par_MP_EvilAura_01
NP,EFDLChar_NP_MVTW_02-2.NP_MVTW_02-2,NP_MVTW_02-2,True,NP_MVTW_00,NP_MVTW_02,타우-9 건장한연가문수련생,NP_MVTW_00.Mesh.NP_MVTW_00_SK,NP_MVTW_02-2.Mat.NP_MVTW_02-2_MI,NP_MVTW_02.Ani.NP_MVTW_02_Ani,NP_MVTW_00.Ani.NP_MVTW_00_Physics,,WP_NP_MVTW_02.Mesh.WP_NP_MVTW_02_SK,,,
NP,EFDLChar_NP_MVTW_02-2_FGT.NP_MVTW_02-2_FGT,NP_MVTW_02-2_FGT,True,NP_MVTW_00,NP_MVTW_02,사랑에 빠진 적가문 수련생_02,NP_MVTW_00.Mesh.NP_MVTW_00_SK,NP_MVTW_02-2.Mat.NP_MVTW_02-2_MI,NP_MVTW_02.Ani.NP_MVTW_02_Ani,NP_MVTW_00.Ani.NP_MVTW_00_Physics,,WP_NP_MVTW_02.Mesh.WP_NP_MVTW_02_SK,,,FX_BS_03.State.Par_G_StateLove_001
NP,EFDLChar_NP_MVTW_03.NP_MVTW_03,NP_MVTW_03,True,NP_MVTW_00,NP_MVTW_03,타우-3,NP_MVTW_03.Mesh.NP_MVTW_03_SK,,NP_MVTW_03.Ani.NP_MVTW_03_Ani,NP_MVTW_00.Ani.NP_MVTW_00_Physics,,,,,
NP,EFDLChar_NP_NP_LREN_00-4.NP_LREN_00-4,NP_LREN_00-4,True,NP_LREN_00,NP_LREN_00,상인 1,NP_LREN_00.mesh_new.NP_LREN_00_SK,NP_LREN_00-4.Mat.NP_LREN_00-4_MI,HM_MA01.ani_0000.HM_MA01_0000_00A_Nor_Ani,HM_MA01.Mesh.HM_MA01_Physics,,MN_Head_MA01_003.Mesh.Head_MA01_003_SK,,,
NP,EFDLChar_NP_PABR_00.NP_PABR_00,NP_PABR_00,False,NP_PABR_00,NP_PABR_00,바루,NP_PABR_00.Mesh.NP_PABR_00_SK,,NP_PABR_00.Ani.NP_PABR_00_Ani,,,,,,
NP,EFDLChar_NP_PABS_00.NP_PABS_00,NP_PABS_00,False,NP_PABS_00,NP_PABS_00,베아트리스,NP_PABS_00.Mesh.NP_PABS_00_SK,,NP_PABS_00.Ani.NP_PABS_00_Ani,NP_PABS_00.Ani.NP_PABS_00_Physics,,,,,
NP,EFDLChar_NP_PABT_00.NP_PABT_00,NP_PABT_00,False,NP_PABT_00,NP_PABT_00,베아트리스,NP_PABT_00.Mesh.NP_PABT_00_SK,,,,,,,,
NP,EFDLChar_NP_PACL_00.NP_PACL_00,NP_PACL_00,False,NP_PACL_00,NP_PACL_00,케일,NP_LVER_00.Mesh.NP_LVER_00_SK,NP_PACL_00.Mat.NP_PACL_00_MI,NP_LVER_00.Ani.NP_LVER_00_Ani,NP_LVER_00.Ani.NP_LVER_00_Physics,,,,,
NP,EFDLChar_NP_PACS_01.NP_PACS_01,NP_PACS_01,True,NP_PACS_00,NP_PACS_01,수호병 영혼,MN_PACS_00.Mesh.MN_PACS_00_SK,NP_PACS_01.Mat.NP_PACS_01_MI,MN_PACS_00.Ani.MN_PACS_00_Ani,MN_PACS_00.Ani.MN_PACS_00_Physics,,NP_PACS_01.Mesh.NP_PACS_01_Weapon_SK,,,
NP,EFDLChar_NP_PAES_00.NP_PAES_00,NP_PAES_00,False,NP_PAES_00,NP_PAES_00,엔비스카의 영혼,NP_PAES_00.Mesh.NP_SQES_00_SK,,,,,,,,
NP,EFDLChar_NP_PAGS_00.NP_PAGS_00,NP_PAGS_00,False,NP_PAGS_00,NP_PAGS_00,그린스완,NP_PAGS_00.Mesh.NP_PAGS_00_SK,,,,,,,,
NP,EFDLChar_NP_PALC_00.NP_PALC_00,NP_PALC_00,False,NP_PALC_00,NP_PALC_00,수호령의 부하 라쿰,mn_pacs_00.Mesh.MN_PACS_00_SK,,mn_pacs_00.Ani.MN_PACS_00_Ani,mn_pacs_00.Ani.MN_PACS_00_Physics,,mn_pacs_00.Mesh.MN_PACS_00_Weapon_SK,,,
NP,EFDLChar_NP_PANI_00.NP_PANI_00,NP_PANI_00,False,NP_PANI_00,NP_PANI_00,금제단 닉스,NP_PANI_00.Mesh.NP_PANI_00_SK,,NP_PANI_00.Ani.NP_PANI_00_Ani,NP_PANI_00.Mesh.NP_PANI_00_Physics,,,,,fx_mn_02.Par_E_CVRG_Aura_01
NP,EFDLChar_NP_PARN_00.NP_PARN_00,NP_PARN_00,False,NP_PARN_00,NP_PARN_00,라보닌,NP_PARN_00.Mesh.NP_PARN_00_SK,,np_uvmg_00.Ani.NP_UVMG_Ani,np_uvmg_00.Ani.NP_UVMG_Physics,,,,,
NP,EFDLChar_NP_PMSDR_00.NP_PMSDR_00,NP_PMSDR_00,False,NP_PMSDR_00,NP_PMSDR_00,드래곤,NP_PMSDR_00.Mesh.NP_PMSDR_00_SK,,NP_PMSDR_00.Ani.NP_PMSDR_00_Ani,NP_PMSDR_00.Ani.NP_PMSDR_00_Physics,,,,,
NP,EFDLChar_NP_PMSHW_00.NP_PMSHW_00,NP_PMSHW_00,False,NP_PMSHW_00,NP_PMSHW_00,헤비워커,NP_PMSHW_00.Mesh.NP_PMSHW_00_SK,,NP_PMSHW_00.Ani.NP_PMSHW_00_Ani,NP_PMSHW_00.Ani.NP_PMSHW_00_Physics,,,,,
NP,EFDLChar_NP_PTCR_00.NP_PTCR_00,NP_PTCR_00,False,NP_PTCR_00,NP_PTCR_00,카린,NP_PTCR_00.Mesh.NP_PTCR_00_SK,NP_PTCR_00.Mat.NP_PTCR_00_MI,,,,,,,
NP,EFDLChar_NP_PTCR_00-1.NP_PTCR_00-1,NP_PTCR_00-1,True,NP_PTCR_00,NP_PTCR_00,카린-1 척살대원여,NP_PTCR_00.Mesh.NP_PTCR_00_SK,NP_PTCR_00-1.Mat.NP_PTCR_00-1_MI,,,,,,,
NP,EFDLChar_NP_PTCR_00-2.NP_PTCR_00-2,NP_PTCR_00-2,True,NP_PTCR_00,NP_PTCR_00,카린-2 메라,NP_PTCR_00.Mesh.NP_PTCR_00_SK,NP_PTCR_00-2.Mat.NP_PTCR_00-2_MI,,,,,,,
NP,EFDLChar_NP_PTCR_00-3.NP_PTCR_00-3,NP_PTCR_00-3,True,NP_PTCR_00,NP_PTCR_00,카린-3 제아,NP_PTCR_00.Mesh.NP_PTCR_00_SK,NP_PTCR_00-3.Mat.NP_PTCR_00-3_MI,,,,,,,
NP,EFDLChar_NP_PTCR_00-4.NP_PTCR_00-4,NP_PTCR_00-4,True,NP_PTCR_00,NP_PTCR_00,카린-4 바나린,NP_PTCR_00.Mesh.NP_PTCR_00_SK,NP_PTCR_00-4.Mat.NP_PTCR_00-4_MI,,,,,,,
NP,EFDLChar_NP_PTHE_00.NP_PTHE_00,NP_PTHE_00,False,NP_PTHE_00,NP_PTHE_00,하나엘,NP_PTHE_00.Mesh.NP_PTHE_00_SK,,,,,,,,
NP,EFDLChar_NP_PTKM_00.NP_PTKM_00,NP_PTKM_00,False,NP_PTKM_00,NP_PTKM_00,척살대원남,NP_PTKM_00.Mesh.NP_PTKM_00_SK,,,,,,,,
NP,EFDLChar_NP_PTKM_00-1.NP_PTKM_00-1,NP_PTKM_00-1,True,NP_PTKM_00,NP_PTKM_00,에노아,NP_PTKM_00.Mesh.NP_PTKM_00_SK,NP_PTKM_00-1.Mat.NP_PTKM_00-1_MI,,,,,,,
NP,EFDLChar_NP_PTKM_00-2.NP_PTKM_00-2,NP_PTKM_00-2,True,NP_PTKM_00,NP_PTKM_00,카노아,NP_PTKM_00.Mesh.NP_PTKM_00_SK,NP_PTKM_00-1.Mat.NP_PTKM_00-1_MI,,,,,,,
NP,EFDLChar_NP_PTKM_00-3.NP_PTKM_00-3,NP_PTKM_00-3,True,NP_PTKM_00,NP_PTKM_00,핀,NP_PTKM_00.Mesh.NP_PTKM_00_SK,NP_PTKM_00-1.Mat.NP_PTKM_00-1_MI,,,,,,,
NP,EFDLChar_NP_PTKM_00-4.NP_PTKM_00-4,NP_PTKM_00-4,True,NP_PTKM_00,NP_PTKM_00,샤한,NP_PTKM_00.Mesh.NP_PTKM_00_SK,NP_PTKM_00-4.Mat.NP_PTKM_00-4_MI,,,,,,,
NP,EFDLChar_NP_PTKM_00-5.NP_PTKM_00-5,NP_PTKM_00-5,True,NP_PTKM_00,NP_PTKM_00,샬레마,NP_PTKM_00.Mesh.NP_PTKM_00_SK,NP_PTKM_01.Mat.NP_PTKM_01_MI,,,,,,,
NP,EFDLChar_NP_PTKM_00-6.NP_PTKM_00-6,NP_PTKM_00-6,True,NP_PTKM_00,NP_PTKM_00,자헤임,NP_PTKM_00.Mesh.NP_PTKM_00_SK,NP_PTKM_00-4.Mat.NP_PTKM_00-4_MI,,,,,,,
NP,EFDLChar_NP_PTKM_01.NP_PTKM_01,NP_PTKM_01,True,NP_PTKM_00,NP_PTKM_01,사이카,NP_PTKM_01.Mesh.NP_PTKM_01_SK,,,,,,,,
NP,EFDLChar_NP_PTPG_00.NP_PTPG_00,NP_PTPG_00,False,NP_PTPG_00,NP_PTPG_00,정신나간 사교도,NP_PTPG_00.Mesh.NP_PTPG_00_SK,,,,,,,,
NP,EFDLChar_NP_PTPG_00-1.NP_PTPG_00-1,NP_PTPG_00-1,True,NP_PTPG_00,NP_PTPG_00,사로잡힌 사교도,NP_PTPG_00.Mesh.NP_PTPG_00_SK,NP_PTPG_00-1.Mat.NP_PTPG_00-1_MI,,,,,,,
NP,EFDLChar_NP_PTPG_00-2.NP_PTPG_00-2,NP_PTPG_00-2,True,NP_PTPG_00,NP_PTPG_00,고문당하는 사교도,NP_PTPG_00.Mesh.NP_PTPG_00_SK,NP_PTPG_00-1.Mat.NP_PTPG_00-1_MI,,,,,,,
NP,EFDLChar_NP_RABD_00.NP_RABD_00,NP_RABD_00,False,NP_RABD_00,NP_RABD_00,바에단,NP_RABD_00.Mesh.NP_RABD_00_sk,,NP_RABD_00.Ani.NP_RABD_00_Ani,NP_RABD_00.Ani.NP_RABD_00_Physics,,WP_NP_RABD_00.Mesh.WP_NP_RABD_00_SK,,,
NP,EFDLChar_NP_RACN_00.NP_RACN_00,NP_RACN_00,False,NP_RACN_00,NP_RACN_00,카닌,NP_RACN_00.Mesh.NP_RACN_00_SK,,NP_RACN_00.Ani.NP_RACN_00_Ani,NP_RACN_00.Mesh.NP_RACN_00_Physics,,,,,
NP,EFDLChar_NP_RAGD_00.NP_RAGD_00,NP_RAGD_00,False,NP_RAGD_00,NP_RAGD_00,경비병,NP_RAGD_00.Mesh.NP_RAGD_00_sk,,NP_RAGD_00.Ani.NP_RAGD_00_Ani,NP_RAGD_00.Ani.NP_RAGD_00_Physics,,WP_NP_RAGD_00.Mesh.WP_NP_RAGD_00_SK,,,
NP,EFDLChar_NP_RAGD_01.NP_RAGD_01,NP_RAGD_01,True,NP_RAGD_00,NP_RAGD_01,경비병-1,NP_RAGD_00.Mesh.NP_RAGD_00_sk,,NP_RAGD_00.Ani.NP_RAGD_01_Ani,NP_RAGD_00.Ani.NP_RAGD_00_Physics,,WP_NP_RAGD_00.Mesh.WP_NP_RAGD_00_SK,,,
NP,EFDLChar_NP_RAIJ_00.NP_RAIJ_00,NP_RAIJ_00,False,NP_RAIJ_00,NP_RAIJ_00,부상자,MN_RAWS_00.Mesh.MN_RAWS_00_SK,,NP_RAIJ_00.Ani.NP_RAIJ_00_Ani,NP_RAIJ_00.Ani.NP_RAIJ_00_Physics,,,,,
NP,EFDLChar_NP_RAJM_00.NP_RAJM_00,NP_RAJM_00,False,NP_RAJM_00,NP_RAJM_00,진매드닉,NP_RAJM_00.Mesh.NP_RAJM_00_SK,,NP_RAJM_00.Ani.NP_RAJM_00_Ani,NP_RAJM_00.Mesh.NP_RAJM_00_Physics,,,,,
NP,EFDLChar_NP_RALP_00.NP_RALP_00,NP_RALP_00,False,NP_RALP_00,NP_RALP_00,르폰,NP_RAGD_00.Mesh.NP_RAGD_00_sk,,NP_RAGD_00.Ani.NP_RAGD_00_Ani,NP_RAGD_00.Ani.NP_RAGD_00_Physics,,WP_NP_RAGD_00.Mesh.WP_NP_RAGD_00_SK,,,
NP,EFDLChar_NP_RASA_00.NP_RASA_00,NP_RASA_00,False,NP_RASA_00,NP_RASA_00,시안,NP_RASA_00.Mesh.NP_RASA_00_SK,,NP_RASA_00.Ani.NP_RASA_00_SK_Ani,NP_RASA_00.Ani.NP_RASA_00_Physics,,,,,
NP,EFDLChar_NP_RATF_00.NP_RATF_00,NP_RATF_00,False,NP_RATF_00,NP_RATF_00,타가프,NP_RAGD_00.Mesh.NP_RAGD_00_sk,NP_RATF_00.Mat.NP_RATF_00_MI,NP_RAGD_00.Ani.NP_RAGD_00_Ani,NP_RATF_00.Mesh.NP_RATF_00_Physics,,WP_NP_RAGD_00.Mesh.WP_NP_RAGD_00_SK,,,
NP,EFDLChar_NP_RAWP_00.NP_RAWP_00,NP_RAWP_00,False,NP_RAWP_00,NP_RAWP_00,우퍼,NP_RAWP_00.Mesh.NP_RAWP_00_SK,,NP_RAWP_00.Ani.NP_RAWP_00_Ani,NP_RAWP_00.Mesh.NP_RAWP_00_Physics,,,,,
NP,EFDLChar_NP_REBS_00.NP_REBS_00,NP_REBS_00,False,NP_REBS_00,NP_REBS_00,비슈츠,NP_REBS_00.Mesh.NP_REBS_00_SK,NP_REBS_00.Mat.NP_REBS_00_MI,,,,,,,
NP,EFDLChar_NP_REBS_00-1.NP_REBS_00-1,NP_REBS_00-1,True,NP_REBS_00,NP_REBS_00,베나르,NP_REBS_00.Mesh.NP_REBS_00_SK,NP_REBS_00-1.Mat.NP_REBS_00-1_MI,,,,,,,
NP,EFDLChar_NP_REBS_00-2.NP_REBS_00-2,NP_REBS_00-2,True,NP_REBS_00,NP_REBS_00,로나온,NP_REBS_00.Mesh.NP_REBS_00_SK,NP_REBS_00-2.Mat.NP_REBS_00-2_MI,,,,,,,
NP,EFDLChar_NP_REHS_00.NP_REHS_00,NP_REHS_00,False,NP_REHS_00,NP_REHS_00,부상당한병사-2,NP_REHS_00.Mesh.NP_REHS_00_SK,MN_Head_MA02_002.Mat.Head_MA02_002_MI,HM_MA04.ani_0000.HM_MA04_0000_00A_Nor_Ani,HM_MA04.Mesh.HM_MA04_Physics,,MN_Head_MA04_001.Mesh.Head_MA04_001_SK,,,
NP,EFDLChar_NP_REJB_00.NP_REJB_00,NP_REJB_00,False,NP_REJB_00,NP_REJB_00,제이브,NP_REJB_00.Mesh.NP_REJB_00_SK,,,,,MN_Head_MA02_024.Mesh.MN_Head_MA02_024_SK,,,
NP,EFDLChar_NP_REJB_00-1.NP_REJB_00-1,NP_REJB_00-1,True,NP_REJB_00,NP_REJB_00,노엘,NP_REJB_00.Mesh.NP_REJB_00_SK,NP_REJB_00-1.Mat.NP_REJB_00-1_MI,,,,MN_Head_MA02_024.Mesh.MN_Head_MA02_024_SK,,,
NP,EFDLChar_NP_REJB_00-2.NP_REJB_00-2,NP_REJB_00-2,True,NP_REJB_00,NP_REJB_00,오츠,NP_REJB_00.Mesh.NP_REJB_00_SK,NP_REJB_00-2.Mat.NP_REJB_00-2_MI,,,,MN_Head_MA02_024.Mesh.MN_Head_MA02_024_SK,,,
NP,EFDLChar_NP_REJB_00-3.NP_REJB_00-3,NP_REJB_00-3,True,NP_REJB_00,NP_REJB_00,후지,NP_REJB_00.Mesh.NP_REJB_00_SK,NP_REJB_00-3.Mat.NP_REJB_00-3_MI,,,,MN_Head_MA02_025.Mesh.MN_Head_MA02_025_SK,,,
NP,EFDLChar_NP_REJB_00-4.NP_REJB_00-4,NP_REJB_00-4,True,NP_REJB_00,NP_REJB_00,메르스,NP_REJB_00.Mesh.NP_REJB_00_SK,NP_REJB_00-4.Mat.NP_REJB_00-4_MI,,,,MN_Head_MA02_025.Mesh.MN_Head_MA02_025_SK,,,
np,efdlchar_np_rejb_01.np_rejb_01,np_rejb_01,True,np_rejb_00,np_rejb_01,노엘,NP_REJB_00.Mesh.NP_REJB_00_SK,NP_REJB_00-1.Mat.NP_REJB_00-1_MI,,,,MN_Head_MA02_024.Mesh.MN_Head_MA02_024_SK,,,
np,efdlchar_np_rejb_01-1.np_rejb_01-1,np_rejb_01-1,True,np_rejb_00,np_rejb_01,후치,NP_REJB_00.Mesh.NP_REJB_00_SK,np_rejb_00-3.Mat.NP_REJB_00-3_MI,,,,MN_Head_MA02_025.Mesh.MN_Head_MA02_025_SK,,,
np,efdlchar_np_rejb_01-2.np_rejb_01-2,np_rejb_01-2,True,np_rejb_00,np_rejb_01,메르스,NP_REJB_00.Mesh.NP_REJB_00_SK,NP_REJB_00-4.Mat.NP_REJB_00-4_MI,,,,MN_Head_MA02_025.Mesh.MN_Head_MA02_025_SK,,,
np,efdlchar_np_rejb_02.np_rejb_02,np_rejb_02,True,np_rejb_00,np_rejb_02,오츠,NP_REJB_00.Mesh.NP_REJB_00_SK,NP_REJB_00-2.Mat.NP_REJB_00-2_MI,,,,MN_Head_MA02_024.Mesh.MN_Head_MA02_024_SK,,,
NP,EFDLChar_NP_REOD_00.NP_REOD_00,NP_REOD_00,False,NP_REOD_00,NP_REOD_00,오딘,NP_REOD_00.Mesh.NP_REOD_00_SK,,,,,Head_MA04_003.Mesh.Head_MA04_003_SK,,,
NP_REOD,EFDLChar_NP_REOD_00_1.NP_REOD_00_1,NP_REOD_00_1,True,NP_REOD_00_00,NP_REOD_00_1,기뻐하는 주민 (남)_2,NP_REOD_00.Mesh.NP_REOD_00_SK,NP_REOD_01.Mat.NP_REOD_01_MI,,,,Head_MA04_003.Mesh.Head_MA04_003_SK,,,
NP,EFDLChar_NP_RERD_00.NP_RERD_00,NP_RERD_00,False,NP_RERD_00,NP_RERD_00,릴다,NP_RERD_00.Mesh.NP_RERD_00_SK,MN_Head_FE04_001.Mat.Head_FE04_001-3_MI,,,,MN_Head_FE04_001.Mesh.Head_FE04_001_SK,,,
NP,EFDLChar_NP_RERD_00-1.NP_RERD_00-1,NP_RERD_00-1,True,NP_RERD_00,NP_RERD_00,기뻐하는 주민,NP_RERD_00.Mesh.NP_RERD_00_SK,NP_RERD_00-1.Mat.NP_RERD_00-1_MI,,,,MN_Head_FE04_001.Mesh.Head_FE04_001_SK,,,
NP,EFDLChar_NP_RERD_00-2.NP_RERD_00-2,NP_RERD_00-2,True,NP_RERD_00,NP_RERD_00,수도원 마을처녀,NP_RERD_00.Mesh.NP_RERD_00_SK,NP_RERD_00-2.Mat.NP_RERD_00-2_MI,,,,MN_Head_FE04_001.Mesh.Head_FE04_001_SK,,,
NP,EFDLChar_NP_RERD_00-3.NP_RERD_00-3,NP_RERD_00-3,True,NP_RERD_00,NP_RERD_00,수근대는 농부,NP_RERD_00.Mesh.NP_RERD_00_SK,NP_RERD_00-3.Mat.NP_RERD_00-3_MI,,,,MN_Head_FE04_001.Mesh.Head_FE04_001_SK,,,
