Key,Group,Data
tip.name.item_135000001,\테이블\아이템 이름,거너 1렙 지급 하의
tip.name.item_135000002,\테이블\아이템 이름,노말 거너 하의
tip.name.item_135000003,\테이블\아이템 이름,레어 1렙 거너 하의
tip.name.item_135000004,\테이블\아이템 이름,레어 3렙 거너 하의
tip.name.item_135000005,\테이블\아이템 이름,레어 5렙 거너 하의
tip.name.item_135000006,\테이블\아이템 이름,레어 7렙 거너 하의
tip.name.item_135000007,\테이블\아이템 이름,거너 전직 하의
tip.name.item_135000008,\테이블\아이템 이름,레어 9렙 거너 하의
tip.name.item_135000009,\테이블\아이템 이름,레어 11렙 거너 하의
tip.name.item_135000010,\테이블\아이템 이름,레어 13렙 거너 하의
tip.name.item_135000011,\테이블\아이템 이름,레어 15렙 거너 하의
tip.name.item_135000012,\테이블\아이템 이름,레어 17렙 거너 하의
tip.name.item_135000013,\테이블\아이템 이름,레어 19렙 거너 하의
tip.name.item_135000015,\테이블\아이템 이름,레어 21렙 거너 하의
tip.name.item_135000016,\테이블\아이템 이름,레어 23렙 거너 하의
tip.name.item_135000017,\테이블\아이템 이름,레어 25렙 거너 하의
tip.name.item_135000018,\테이블\아이템 이름,레어 27렙 거너 하의
tip.name.item_135000019,\테이블\아이템 이름,레어 29렙 거너 하의
tip.name.item_135000020,\테이블\아이템 이름,레어 31렙 거너 하의
tip.name.item_135000021,\테이블\아이템 이름,레어 33렙 거너 하의
tip.name.item_135000022,\테이블\아이템 이름,레어 34렙 거너 하의
tip.name.item_135000023,\테이블\아이템 이름,레어 36렙 거너 하의
tip.name.item_135000024,\테이블\아이템 이름,레어 39렙 거너 하의
tip.name.item_135000026,\테이블\아이템 이름,퀘스트 3렙 거너 하의
tip.name.item_135000027,\테이블\아이템 이름,퀘스트 10렙 거너 하의
tip.name.item_135000028,\테이블\아이템 이름,퀘스트 12렙 거너 하의
tip.name.item_135000029,\테이블\아이템 이름,퀘스트 14렙 거너 하의
tip.name.item_135000030,\테이블\아이템 이름,상점 4렙 거너 하의
tip.name.item_135000031,\테이블\아이템 이름,상점 6렙 거너 하의
tip.name.item_135000032,\테이블\아이템 이름,상점 12렙 거너 하의
tip.name.item_135000033,\테이블\아이템 이름,상점 14렙 거너 하의
tip.name.item_135000034,\테이블\아이템 이름,퀘스트 16렙 거너 하의
tip.name.item_135000035,\테이블\아이템 이름,퀘스트 18렙 거너 하의
tip.name.item_135000036,\테이블\아이템 이름,퀘스트 20렙 거너 하의
tip.name.item_135000037,\테이블\아이템 이름,퀘스트 22렙 거너 하의
tip.name.item_135000038,\테이블\아이템 이름,퀘스트 24렙 거너 하의
tip.name.item_135000039,\테이블\아이템 이름,퀘스트 26렙 거너 하의
tip.name.item_135000040,\테이블\아이템 이름,퀘스트 28렙 거너 하의
tip.name.item_135000041,\테이블\아이템 이름,퀘스트 30렙 거너 하의
tip.name.item_135000042,\테이블\아이템 이름,엘리트 11렙 거너 하의
tip.name.item_135000043,\테이블\아이템 이름,엘리트 13렙 거너 하의
tip.name.item_135000044,\테이블\아이템 이름,엘리트 15렙 거너 하의
tip.name.item_135000045,\테이블\아이템 이름,엘리트 17렙 거너 하의
tip.name.item_135000046,\테이블\아이템 이름,엘리트 19렙 거너 하의
tip.name.item_135000047,\테이블\아이템 이름,엘리트 21렙 거너 하의
tip.name.item_135000048,\테이블\아이템 이름,엘리트 23렙 거너 하의
tip.name.item_135000049,\테이블\아이템 이름,엘리트 25렙 거너 하의
tip.name.item_135000050,\테이블\아이템 이름,엘리트 27렙 거너 하의
tip.name.item_135000051,\테이블\아이템 이름,엘리트 29렙 거너 하의
tip.name.item_135000052,\테이블\아이템 이름,엘리트 31렙 거너 하의
tip.name.item_135000053,\테이블\아이템 이름,엘리트 33렙 거너 하의
tip.name.item_135000054,\테이블\아이템 이름,엘리트 34렙 거너 하의
tip.name.item_135000055,\테이블\아이템 이름,엘리트 36렙 거너 하의
tip.name.item_135000056,\테이블\아이템 이름,에픽 11렙 거너 하의
tip.name.item_135000057,\테이블\아이템 이름,에픽 13렙 거너 하의
tip.name.item_135000058,\테이블\아이템 이름,에픽 15렙 거너 하의
tip.name.item_135000059,\테이블\아이템 이름,에픽 17렙 거너 하의
tip.name.item_135000060,\테이블\아이템 이름,에픽 19렙 거너 하의
tip.name.item_135000061,\테이블\아이템 이름,에픽 21렙 거너 하의
tip.name.item_135000062,\테이블\아이템 이름,에픽 23렙 거너 하의
tip.name.item_135000063,\테이블\아이템 이름,에픽 25렙 거너 하의
tip.name.item_135000064,\테이블\아이템 이름,에픽 27렙 거너 하의
tip.name.item_135000065,\테이블\아이템 이름,에픽 29렙 거너 하의
tip.name.item_135000066,\테이블\아이템 이름,에픽 31렙 거너 하의
tip.name.item_135000067,\테이블\아이템 이름,에픽 33렙 거너 하의
tip.name.item_135000068,\테이블\아이템 이름,에픽 34렙 거너 하의
tip.name.item_135000069,\테이블\아이템 이름,에픽 36렙 거너 하의
tip.name.item_135000070,\테이블\아이템 이름,에픽 39렙 거너 하의
tip.name.item_135000071,\테이블\아이템 이름,엘리트 39렙 거너 하의
tip.name.item_135150050,\테이블\아이템 이름,데빌헌터 큐브 하의
tip.name.item_141000034,\테이블\아이템 이름,16렙 퀘스트 전사 장갑
tip.name.item_141000035,\테이블\아이템 이름,18렙 퀘스트 전사 장갑
tip.name.item_141000036,\테이블\아이템 이름,20렙 퀘스트 전사 장갑
tip.name.item_141000037,\테이블\아이템 이름,22렙 퀘스트 전사 장갑
tip.name.item_141000038,\테이블\아이템 이름,24렙 퀘스트 전사 장갑
tip.name.item_141000039,\테이블\아이템 이름,26렙 퀘스트 전사 장갑
tip.name.item_141000040,\테이블\아이템 이름,28렙 퀘스트 전사 장갑
tip.name.item_141000041,\테이블\아이템 이름,30렙 퀘스트 전사 장갑
tip.name.item_141000042,\테이블\아이템 이름,정제된 판금 장갑
tip.name.item_141000043,\테이블\아이템 이름,길잡이 장갑
tip.name.item_141000044,\테이블\아이템 이름,영웅 전사 장갑
tip.name.item_141000045,\테이블\아이템 이름,여행자 장갑
tip.name.item_141000046,\테이블\아이템 이름,철갑 장갑
tip.name.item_141000047,\테이블\아이템 이름,철가면 장갑
tip.name.item_141000048,\테이블\아이템 이름,향상된 철갑 장갑
tip.name.item_141000049,\테이블\아이템 이름,파괴자 장갑
tip.name.item_141000050,\테이블\아이템 이름,기사 장갑
tip.name.item_141000051,\테이블\아이템 이름,기사단장 장갑
tip.name.item_141000052,\테이블\아이템 이름,흉포한 기사 장갑
tip.name.item_141000053,\테이블\아이템 이름,흑태자 장갑
tip.name.item_141000054,\테이블\아이템 이름,부서진 왕관 장갑
tip.name.item_141000055,\테이블\아이템 이름,영광의 그림자 장갑
tip.name.item_141000056,\테이블\아이템 이름,정제된 판금 장갑
tip.name.item_141000057,\테이블\아이템 이름,길잡이 장갑
tip.name.item_141000058,\테이블\아이템 이름,영웅 전사 장갑
tip.name.item_141000059,\테이블\아이템 이름,여행자 장갑
tip.name.item_141000060,\테이블\아이템 이름,철갑 장갑
tip.name.item_141000061,\테이블\아이템 이름,철가면 장갑
tip.name.item_141000062,\테이블\아이템 이름,향상된 철갑 장갑
tip.name.item_141000063,\테이블\아이템 이름,파괴자 장갑
tip.name.item_141000064,\테이블\아이템 이름,기사 장갑
tip.name.item_141000065,\테이블\아이템 이름,기사단장 장갑
tip.name.item_141000066,\테이블\아이템 이름,흉포한 기사 장갑
tip.name.item_141000067,\테이블\아이템 이름,흑태자 장갑
tip.name.item_141000068,\테이블\아이템 이름,부서진 왕관 장갑
tip.name.item_141000069,\테이블\아이템 이름,영광의 그림자 장갑
tip.name.item_141000070,\테이블\아이템 이름,루테란 왕의 진노 장갑
tip.name.item_141000071,\테이블\아이템 이름,루테란 왕의 진노 장갑
tip.name.item_141150050,\테이블\아이템 이름,버서커 큐브 장갑
tip.name.item_141350050,\테이블\아이템 이름,워로드 큐브 장갑
tip.name.item_142000001,\테이블\아이템 이름,마법사 1렙 지급 장갑
tip.name.item_142000002,\테이블\아이템 이름,노말 마법사 장갑
tip.name.item_142000003,\테이블\아이템 이름,레어 1렙 마법사 장갑
tip.name.item_142000004,\테이블\아이템 이름,레어 3렙 마법사 장갑
tip.name.item_142000005,\테이블\아이템 이름,레어 5렙 마법사 장갑
tip.name.item_142000006,\테이블\아이템 이름,레어 7렙 마법사 장갑
tip.name.item_142000007,\테이블\아이템 이름,마법사 전직 장갑
tip.name.item_142000008,\테이블\아이템 이름,레어 9렙 마법사 장갑
tip.name.item_142000009,\테이블\아이템 이름,레어 11렙 마법사 장갑
tip.name.item_142000010,\테이블\아이템 이름,레어 13렙 마법사 장갑
tip.name.item_142000011,\테이블\아이템 이름,레어 15렙 마법사 장갑
tip.name.item_142000012,\테이블\아이템 이름,레어 17렙 마법사 장갑
tip.name.item_142000013,\테이블\아이템 이름,레어 19렙 마법사 장갑
tip.name.item_142000015,\테이블\아이템 이름,레어 21렙 마법사 장갑
tip.name.item_142000016,\테이블\아이템 이름,레어 23렙 마법사 장갑
tip.name.item_142000017,\테이블\아이템 이름,레어 25렙 마법사 장갑
tip.name.item_142000018,\테이블\아이템 이름,레어 27렙 마법사 장갑
tip.name.item_142000019,\테이블\아이템 이름,레어 29렙 마법사 장갑
tip.name.item_142000020,\테이블\아이템 이름,레어 31렙 마법사 장갑
tip.name.item_142000021,\테이블\아이템 이름,레어 33렙 마법사 장갑
tip.name.item_142000022,\테이블\아이템 이름,레어 34렙 마법사 장갑
tip.name.item_142000023,\테이블\아이템 이름,레어 36렙 마법사 장갑
tip.name.item_142000024,\테이블\아이템 이름,레어 39렙 마법사 장갑
tip.name.item_142000026,\테이블\아이템 이름,퀘스트 5렙 마법사 장갑
tip.name.item_142000027,\테이블\아이템 이름,퀘스트 10렙 마법사 장갑
tip.name.item_142000028,\테이블\아이템 이름,퀘스트 12렙 마법사 장갑
tip.name.item_142000029,\테이블\아이템 이름,퀘스트 14렙 마법사 장갑
tip.name.item_142000030,\테이블\아이템 이름,상점 4렙 마법사 장갑
tip.name.item_142000031,\테이블\아이템 이름,상점 6렙 마법사 장갑
tip.name.item_142000032,\테이블\아이템 이름,상점 12렙 마법사 장갑
tip.name.item_142000033,\테이블\아이템 이름,상점 14렙 마법사 장갑
tip.name.item_142000034,\테이블\아이템 이름,퀘스트 16렙 마법사 장갑
tip.name.item_142000035,\테이블\아이템 이름,퀘스트 18렙 마법사 장갑
tip.name.item_142000036,\테이블\아이템 이름,퀘스트 20렙 마법사 장갑
tip.name.item_142000037,\테이블\아이템 이름,퀘스트 22렙 마법사 장갑
tip.name.item_142000038,\테이블\아이템 이름,퀘스트 24렙 마법사 장갑
tip.name.item_142000039,\테이블\아이템 이름,퀘스트 26렙 마법사 장갑
tip.name.item_142000040,\테이블\아이템 이름,퀘스트 28렙 마법사 장갑
tip.name.item_142000041,\테이블\아이템 이름,퀘스트 30렙 마법사 장갑
tip.name.item_142000042,\테이블\아이템 이름,엘리트 11렙 마법사 장갑
tip.name.item_142000043,\테이블\아이템 이름,엘리트 13렙 마법사 장갑
tip.name.item_142000044,\테이블\아이템 이름,엘리트 15렙 마법사 장갑
tip.name.item_142000045,\테이블\아이템 이름,엘리트 17렙 마법사 장갑
tip.name.item_142000046,\테이블\아이템 이름,엘리트 19렙 마법사 장갑
tip.name.item_142000047,\테이블\아이템 이름,엘리트 21렙 마법사 장갑
tip.name.item_142000048,\테이블\아이템 이름,엘리트 23렙 마법사 장갑
tip.name.item_142000049,\테이블\아이템 이름,엘리트 25렙 마법사 장갑
tip.name.item_142000050,\테이블\아이템 이름,엘리트 27렙 마법사 장갑
tip.name.item_142000051,\테이블\아이템 이름,엘리트 29렙 마법사 장갑
tip.name.item_142000052,\테이블\아이템 이름,엘리트 31렙 마법사 장갑
tip.name.item_142000053,\테이블\아이템 이름,엘리트 33렙 마법사 장갑
tip.name.item_142000054,\테이블\아이템 이름,엘리트 34렙 마법사 장갑
tip.name.item_142000055,\테이블\아이템 이름,엘리트 36렙 마법사 장갑
tip.name.item_142000056,\테이블\아이템 이름,에픽 11렙 마법사 장갑
tip.name.item_142000057,\테이블\아이템 이름,에픽 13렙 마법사 장갑
tip.name.item_142000058,\테이블\아이템 이름,에픽 15렙 마법사 장갑
tip.name.item_142000059,\테이블\아이템 이름,에픽 17렙 마법사 장갑
tip.name.item_142000060,\테이블\아이템 이름,에픽 19렙 마법사 장갑
tip.name.item_142000061,\테이블\아이템 이름,에픽 21렙 마법사 장갑
tip.name.item_142000062,\테이블\아이템 이름,에픽 23렙 마법사 장갑
tip.name.item_142000063,\테이블\아이템 이름,에픽 25렙 마법사 장갑
tip.name.item_142000064,\테이블\아이템 이름,에픽 27렙 마법사 장갑
tip.name.item_142000065,\테이블\아이템 이름,에픽 29렙 마법사 장갑
tip.name.item_142000066,\테이블\아이템 이름,에픽 31렙 마법사 장갑
tip.name.item_142000067,\테이블\아이템 이름,에픽 33렙 마법사 장갑
tip.name.item_142000068,\테이블\아이템 이름,에픽 34렙 마법사 장갑
tip.name.item_142000069,\테이블\아이템 이름,에픽 36렙 마법사 장갑
tip.name.item_142000070,\테이블\아이템 이름,에픽 39렙 마법사 장갑
tip.name.item_142000071,\테이블\아이템 이름,엘리트 39렙 마법사 장갑
tip.name.item_142150050,\테이블\아이템 이름,정령소환사 큐브 장갑
tip.name.item_143000034,\테이블\아이템 이름,16렙 퀘스트 격투가 장갑
tip.name.item_143000035,\테이블\아이템 이름,18렙 퀘스트 격투가 장갑
tip.name.item_143000036,\테이블\아이템 이름,20렙 퀘스트 격투가 장갑
tip.name.item_143000037,\테이블\아이템 이름,22렙 퀘스트 격투가 장갑
tip.name.item_143000038,\테이블\아이템 이름,24렙 퀘스트 격투가 장갑
tip.name.item_143000039,\테이블\아이템 이름,26렙 퀘스트 격투가 장갑
tip.name.item_143000040,\테이블\아이템 이름,28렙 퀘스트 격투가 장갑
tip.name.item_143000041,\테이블\아이템 이름,30렙 퀘스트 격투가 장갑
tip.name.item_143000042,\테이블\아이템 이름,과격한 싸움꾼 장갑
tip.name.item_143000043,\테이블\아이템 이름,투견 장갑
tip.name.item_143000044,\테이블\아이템 이름,영웅 격투가 장갑
tip.name.item_143000045,\테이블\아이템 이름,풍월 장갑
tip.name.item_143000046,\테이블\아이템 이름,도복 장갑
tip.name.item_143000047,\테이블\아이템 이름,일취월장 장갑
tip.name.item_143000048,\테이블\아이템 이름,향상된 도복 장갑
tip.name.item_143000049,\테이블\아이템 이름,불패 장갑
tip.name.item_143000050,\테이블\아이템 이름,첩자 장갑
tip.name.item_143000051,\테이블\아이템 이름,이중 첩자 장갑
tip.name.item_143000052,\테이블\아이템 이름,앞잡이 장갑
tip.name.item_143000053,\테이블\아이템 이름,행동대장 장갑
tip.name.item_143000054,\테이블\아이템 이름,무덤 파괴자 장갑
tip.name.item_143000055,\테이블\아이템 이름,정의의 그림자 장갑
tip.name.item_143000056,\테이블\아이템 이름,과격한 싸움꾼 장갑
tip.name.item_143000057,\테이블\아이템 이름,투견 장갑
tip.name.item_143000058,\테이블\아이템 이름,영웅 격투가 장갑
tip.name.item_143000059,\테이블\아이템 이름,풍월 장갑
tip.name.item_143000060,\테이블\아이템 이름,도복 장갑
tip.name.item_143000061,\테이블\아이템 이름,일취월장 장갑
tip.name.item_143000062,\테이블\아이템 이름,향상된 도복 장갑
tip.name.item_143000063,\테이블\아이템 이름,불패 장갑
tip.name.item_143000064,\테이블\아이템 이름,첩자 장갑
tip.name.item_143000065,\테이블\아이템 이름,이중 첩자 장갑
tip.name.item_143000066,\테이블\아이템 이름,앞잡이 장갑
tip.name.item_143000067,\테이블\아이템 이름,행동대장 장갑
tip.name.item_143000068,\테이블\아이템 이름,무덤 파괴자 장갑
tip.name.item_143000069,\테이블\아이템 이름,정의의 그림자 장갑
tip.name.item_143000070,\테이블\아이템 이름,루테란 왕의 징벌  장갑
tip.name.item_143000071,\테이블\아이템 이름,루테란 왕의 징벌  장갑
tip.name.item_143150050,\테이블\아이템 이름,배틀마스터 큐브 장갑
tip.name.item_143250050,\테이블\아이템 이름,인파이터 큐브 장갑
tip.name.item_145000001,\테이블\아이템 이름,거너 1렙 지급 장갑
tip.name.item_145000002,\테이블\아이템 이름,노말 거너 장갑
tip.name.item_145000003,\테이블\아이템 이름,레어 1렙 거너 장갑
tip.name.item_145000004,\테이블\아이템 이름,레어 3렙 거너 장갑
tip.name.item_145000005,\테이블\아이템 이름,레어 5렙 거너 장갑
tip.name.item_145000006,\테이블\아이템 이름,레어 7렙 거너 장갑
tip.name.item_145000007,\테이블\아이템 이름,거너 전직 장갑
tip.name.item_145000008,\테이블\아이템 이름,레어 9렙 거너 장갑
tip.name.item_145000009,\테이블\아이템 이름,레어 11렙 거너 장갑
tip.name.item_145000010,\테이블\아이템 이름,레어 13렙 거너 장갑
tip.name.item_145000011,\테이블\아이템 이름,레어 15렙 거너 장갑
tip.name.item_145000012,\테이블\아이템 이름,레어 17렙 거너 장갑
tip.name.item_145000013,\테이블\아이템 이름,레어 19렙 거너 장갑
tip.name.item_145000015,\테이블\아이템 이름,레어 21렙 거너 장갑
tip.name.item_145000016,\테이블\아이템 이름,레어 23렙 거너 장갑
tip.name.item_145000017,\테이블\아이템 이름,레어 25렙 거너 장갑
tip.name.item_145000018,\테이블\아이템 이름,레어 27렙 거너 장갑
tip.name.item_145000019,\테이블\아이템 이름,레어 29렙 거너 장갑
tip.name.item_145000020,\테이블\아이템 이름,레어 31렙 거너 장갑
tip.name.item_145000021,\테이블\아이템 이름,레어 33렙 거너 장갑
tip.name.item_145000022,\테이블\아이템 이름,레어 34렙 거너 장갑
tip.name.item_145000023,\테이블\아이템 이름,레어 36렙 거너 장갑
tip.name.item_145000024,\테이블\아이템 이름,레어 39렙 거너 장갑
tip.name.item_145000026,\테이블\아이템 이름,퀘스트 5렙 거너 장갑
tip.name.item_145000027,\테이블\아이템 이름,퀘스트 10렙 거너 장갑
tip.name.item_145000028,\테이블\아이템 이름,퀘스트 12렙 거너 장갑
tip.name.item_145000029,\테이블\아이템 이름,퀘스트 14렙 거너 장갑
tip.name.item_145000030,\테이블\아이템 이름,상점 4렙 거너 장갑
tip.name.item_145000031,\테이블\아이템 이름,상점 6렙 거너 장갑
tip.name.item_145000032,\테이블\아이템 이름,상점 12렙 거너 장갑
tip.name.item_145000033,\테이블\아이템 이름,상점 14렙 거너 장갑
tip.name.item_145000034,\테이블\아이템 이름,퀘스트 16렙 거너 장갑
tip.name.item_145000035,\테이블\아이템 이름,퀘스트 18렙 거너 장갑
tip.name.item_145000036,\테이블\아이템 이름,퀘스트 20렙 거너 장갑
tip.name.item_145000037,\테이블\아이템 이름,퀘스트 22렙 거너 장갑
tip.name.item_145000038,\테이블\아이템 이름,퀘스트 24렙 거너 장갑
tip.name.item_145000039,\테이블\아이템 이름,퀘스트 26렙 거너 장갑
tip.name.item_145000040,\테이블\아이템 이름,퀘스트 28렙 거너 장갑
tip.name.item_145000041,\테이블\아이템 이름,퀘스트 30렙 거너 장갑
tip.name.item_145000042,\테이블\아이템 이름,엘리트 11렙 거너 장갑
tip.name.item_145000043,\테이블\아이템 이름,엘리트 13렙 거너 장갑
tip.name.item_145000044,\테이블\아이템 이름,엘리트 15렙 거너 장갑
tip.name.item_145000045,\테이블\아이템 이름,엘리트 17렙 거너 장갑
tip.name.item_145000046,\테이블\아이템 이름,엘리트 19렙 거너 장갑
tip.name.item_145000047,\테이블\아이템 이름,엘리트 21렙 거너 장갑
tip.name.item_145000048,\테이블\아이템 이름,엘리트 23렙 거너 장갑
tip.name.item_145000049,\테이블\아이템 이름,엘리트 25렙 거너 장갑
tip.name.item_145000050,\테이블\아이템 이름,엘리트 27렙 거너 장갑
tip.name.item_145000051,\테이블\아이템 이름,엘리트 29렙 거너 장갑
tip.name.item_145000052,\테이블\아이템 이름,엘리트 31렙 거너 장갑
tip.name.item_145000053,\테이블\아이템 이름,엘리트 33렙 거너 장갑
tip.name.item_145000054,\테이블\아이템 이름,엘리트 34렙 거너 장갑
tip.name.item_145000055,\테이블\아이템 이름,엘리트 36렙 거너 장갑
tip.name.item_145000056,\테이블\아이템 이름,에픽 11렙 거너 장갑
tip.name.item_145000057,\테이블\아이템 이름,에픽 13렙 거너 장갑
tip.name.item_145000058,\테이블\아이템 이름,에픽 15렙 거너 장갑
tip.name.item_145000059,\테이블\아이템 이름,에픽 17렙 거너 장갑
tip.name.item_145000060,\테이블\아이템 이름,에픽 19렙 거너 장갑
tip.name.item_145000061,\테이블\아이템 이름,에픽 21렙 거너 장갑
tip.name.item_145000062,\테이블\아이템 이름,에픽 23렙 거너 장갑
tip.name.item_145000063,\테이블\아이템 이름,에픽 25렙 거너 장갑
tip.name.item_145000064,\테이블\아이템 이름,에픽 27렙 거너 장갑
tip.name.item_145000065,\테이블\아이템 이름,에픽 29렙 거너 장갑
tip.name.item_145000066,\테이블\아이템 이름,에픽 31렙 거너 장갑
tip.name.item_145000067,\테이블\아이템 이름,에픽 33렙 거너 장갑
tip.name.item_145000068,\테이블\아이템 이름,에픽 34렙 거너 장갑
tip.name.item_145000069,\테이블\아이템 이름,에픽 36렙 거너 장갑
tip.name.item_145000070,\테이블\아이템 이름,에픽 39렙 거너 장갑
tip.name.item_145000071,\테이블\아이템 이름,엘리트 39렙 거너 장갑
tip.name.item_145150050,\테이블\아이템 이름,데빌헌터 큐브 장갑
tip.name.item_151000034,\테이블\아이템 이름,16렙 퀘스트 전사 어깨
tip.name.item_151000035,\테이블\아이템 이름,18렙 퀘스트 전사 어깨
tip.name.item_151000036,\테이블\아이템 이름,20렙 퀘스트 전사 어깨
tip.name.item_151000037,\테이블\아이템 이름,22렙 퀘스트 전사 어깨
tip.name.item_151000038,\테이블\아이템 이름,24렙 퀘스트 전사 어깨
tip.name.item_151000039,\테이블\아이템 이름,26렙 퀘스트 전사 어깨
tip.name.item_151000040,\테이블\아이템 이름,28렙 퀘스트 전사 어깨
tip.name.item_151000041,\테이블\아이템 이름,30렙 퀘스트 전사 어깨
tip.name.item_151000042,\테이블\아이템 이름,정제된 판금 어깨
tip.name.item_151000043,\테이블\아이템 이름,길잡이 어깨
tip.name.item_151000044,\테이블\아이템 이름,영웅 전사 어깨
tip.name.item_151000045,\테이블\아이템 이름,여행자 어깨
tip.name.item_151000046,\테이블\아이템 이름,철갑 어깨
tip.name.item_151000047,\테이블\아이템 이름,철가면 어깨
tip.name.item_151000048,\테이블\아이템 이름,향상된 철갑 어깨
tip.name.item_151000049,\테이블\아이템 이름,파괴자 어깨
tip.name.item_151000050,\테이블\아이템 이름,기사 어깨
tip.name.item_151000051,\테이블\아이템 이름,기사단장 어깨
tip.name.item_151000052,\테이블\아이템 이름,흉포한 기사 어깨
tip.name.item_151000053,\테이블\아이템 이름,흑태자 어깨
tip.name.item_151000054,\테이블\아이템 이름,부서진 왕관 어깨
tip.name.item_151000055,\테이블\아이템 이름,영광의 그림자 어깨
tip.name.item_151000056,\테이블\아이템 이름,정제된 판금 어깨
tip.name.item_151000057,\테이블\아이템 이름,길잡이 어깨
tip.name.item_151000058,\테이블\아이템 이름,영웅 전사 어깨
tip.name.item_151000059,\테이블\아이템 이름,여행자 어깨
tip.name.item_151000060,\테이블\아이템 이름,철갑 어깨
tip.name.item_151000061,\테이블\아이템 이름,철가면 어깨
tip.name.item_151000062,\테이블\아이템 이름,향상된 철갑 어깨
tip.name.item_151000063,\테이블\아이템 이름,파괴자 어깨
tip.name.item_151000064,\테이블\아이템 이름,기사 어깨
tip.name.item_151000065,\테이블\아이템 이름,기사단장 어깨
tip.name.item_151000066,\테이블\아이템 이름,흉포한 기사 어깨
tip.name.item_151000067,\테이블\아이템 이름,흑태자 어깨
tip.name.item_151000068,\테이블\아이템 이름,부서진 왕관 어깨
tip.name.item_151000069,\테이블\아이템 이름,영광의 그림자 어깨
tip.name.item_151000070,\테이블\아이템 이름,루테란 왕의 진노 어깨
tip.name.item_151000071,\테이블\아이템 이름,루테란 왕의 진노 어깨
tip.name.item_151150050,\테이블\아이템 이름,버서커 큐브 어깨
tip.name.item_151350050,\테이블\아이템 이름,워로드 큐브 어깨
tip.name.item_152000001,\테이블\아이템 이름,마법사 1렙 지급 어깨
tip.name.item_152000002,\테이블\아이템 이름,노말 마법사 어깨
tip.name.item_152000003,\테이블\아이템 이름,레어 1렙 마법사 어깨
tip.name.item_152000004,\테이블\아이템 이름,레어 3렙 마법사 어깨
tip.name.item_152000005,\테이블\아이템 이름,레어 5렙 마법사 어깨
tip.name.item_152000006,\테이블\아이템 이름,레어 7렙 마법사 어깨
tip.name.item_152000007,\테이블\아이템 이름,마법사 전직 어깨
tip.name.item_152000008,\테이블\아이템 이름,레어 9렙 마법사 어깨
tip.name.item_152000009,\테이블\아이템 이름,레어 11렙 마법사 어깨
tip.name.item_152000010,\테이블\아이템 이름,레어 13렙 마법사 어깨
tip.name.item_152000011,\테이블\아이템 이름,레어 15렙 마법사 어깨
tip.name.item_152000012,\테이블\아이템 이름,레어 17렙 마법사 어깨
tip.name.item_152000013,\테이블\아이템 이름,레어 19렙 마법사 어깨
tip.name.item_152000015,\테이블\아이템 이름,레어 21렙 마법사 어깨
tip.name.item_152000016,\테이블\아이템 이름,레어 23렙 마법사 어깨
tip.name.item_152000017,\테이블\아이템 이름,레어 25렙 마법사 어깨
tip.name.item_152000018,\테이블\아이템 이름,레어 27렙 마법사 어깨
tip.name.item_152000019,\테이블\아이템 이름,레어 29렙 마법사 어깨
tip.name.item_152000020,\테이블\아이템 이름,레어 31렙 마법사 어깨
tip.name.item_152000021,\테이블\아이템 이름,레어 33렙 마법사 어깨
tip.name.item_152000022,\테이블\아이템 이름,레어 34렙 마법사 어깨
tip.name.item_152000023,\테이블\아이템 이름,레어 36렙 마법사 어깨
tip.name.item_152000024,\테이블\아이템 이름,레어 39렙 마법사 어깨
tip.name.item_152000026,\테이블\아이템 이름,퀘스트 8렙 마법사 어깨
tip.name.item_152000027,\테이블\아이템 이름,퀘스트 10렙 마법사 어깨
tip.name.item_152000028,\테이블\아이템 이름,퀘스트 12렙 마법사 어깨
tip.name.item_152000029,\테이블\아이템 이름,퀘스트 14렙 마법사 어깨
tip.name.item_152000030,\테이블\아이템 이름,상점 4렙 마법사 어깨
tip.name.item_152000031,\테이블\아이템 이름,상점 6렙 마법사 어깨
tip.name.item_152000032,\테이블\아이템 이름,상점 12렙 마법사 어깨
tip.name.item_152000033,\테이블\아이템 이름,상점 14렙 마법사 어깨
tip.name.item_152000034,\테이블\아이템 이름,퀘스트 16렙 마법사 어깨
tip.name.item_152000035,\테이블\아이템 이름,퀘스트 18렙 마법사 어깨
tip.name.item_152000036,\테이블\아이템 이름,퀘스트 20렙 마법사 어깨
tip.name.item_152000037,\테이블\아이템 이름,퀘스트 22렙 마법사 어깨
tip.name.item_152000038,\테이블\아이템 이름,퀘스트 24렙 마법사 어깨
tip.name.item_152000039,\테이블\아이템 이름,퀘스트 26렙 마법사 어깨
tip.name.item_152000040,\테이블\아이템 이름,퀘스트 28렙 마법사 어깨
tip.name.item_152000041,\테이블\아이템 이름,퀘스트 30렙 마법사 어깨
tip.name.item_152000042,\테이블\아이템 이름,엘리트 11렙 마법사 어깨
tip.name.item_152000043,\테이블\아이템 이름,엘리트 13렙 마법사 어깨
tip.name.item_152000044,\테이블\아이템 이름,엘리트 15렙 마법사 어깨
tip.name.item_152000045,\테이블\아이템 이름,엘리트 17렙 마법사 어깨
tip.name.item_152000046,\테이블\아이템 이름,엘리트 19렙 마법사 어깨
tip.name.item_152000047,\테이블\아이템 이름,엘리트 21렙 마법사 어깨
tip.name.item_152000048,\테이블\아이템 이름,엘리트 23렙 마법사 어깨
tip.name.item_152000049,\테이블\아이템 이름,엘리트 25렙 마법사 어깨
